CustomerID,Recency,Frequency,MonetaryValue,Length,R,F,M,L,RFM_segment,RFM_score
13520.0,138,3,175.6,53.0,2,4,5,1,2451,12
13521.0,1,2,5.21,3.5,5,5,4,5,5545,19
13523.0,33,2,32.1,6.5,3,5,5,1,3551,14
13524.0,41,4,150.0,44.25,3,2,3,3,3233,11
13527.0,34,4,51.51,20.5,3,5,5,2,3552,15
13533.0,267,1,2.55,0.0,1,4,2,4,1424,11
13534.0,2,21,421.03,16.523809523809526,5,5,5,1,5551,16
13536.0,1,6,134.18,11.833333333333334,5,5,5,5,5555,20
13538.0,43,5,230.1,35.8,3,2,4,2,3242,11
13539.0,240,1,15.9,68.0,1,3,3,3,1333,10
13546.0,12,1,3.75,40.0,4,4,3,3,4433,14
13549.0,26,5,105.2,27.2,3,3,3,3,3333,12
13552.0,66,11,256.77,22.454545454545453,2,4,5,2,2452,13
13555.0,74,2,36.0,0.0,2,5,5,4,2554,16
13558.0,6,3,15.620000000000001,20.333333333333332,5,5,3,5,5535,18
13562.0,82,1,20.8,59.0,2,4,4,3,2443,13
13563.0,84,1,81.6,55.0,2,3,3,5,2335,13
13564.0,354,1,2.95,13.0,1,4,4,3,1443,12
13566.0,41,1,4.25,41.0,3,5,3,5,3535,16
13571.0,13,11,96.09,21.454545454545453,4,5,5,2,4552,16
13575.0,23,4,79.81,37.75,3,3,3,3,3333,12
13576.0,10,17,1726.65,20.823529411764707,4,5,5,1,4551,15
13577.0,25,2,43.5,61.5,3,4,4,3,3443,14
13588.0,16,7,80.97,16.857142857142858,4,5,5,2,4552,16
13590.0,11,4,206.74,48.0,4,4,4,2,4442,14
13591.0,204,1,19.919999999999998,62.0,1,4,4,3,1443,12
13592.0,206,2,46.36999999999999,29.0,1,2,1,2,1212,6
13593.0,108,3,42.400000000000006,42.0,2,5,4,2,2542,13
13596.0,6,1,13.28,7.0,5,5,3,5,5535,18
13599.0,1,18,504.01,19.944444444444443,5,5,5,1,5551,16
13606.0,243,1,14.95,68.0,1,3,2,2,1322,8
13610.0,12,6,54.84,44.833333333333336,4,5,4,2,4542,15
13614.0,24,1,7.5,65.0,3,5,4,1,3541,13
13617.0,113,1,16.8,67.0,2,3,3,4,2334,12
13623.0,210,3,44.2,28.666666666666668,1,4,3,2,1432,10
13627.0,59,2,24.96,24.0,2,4,4,2,2442,12
13629.0,23,10,1793.85,31.0,3,4,5,1,3451,13
13630.0,5,6,391.4,46.166666666666664,5,4,4,2,5442,15
13631.0,100,10,2990.42,16.5,2,1,5,3,2153,11
13632.0,25,3,47.52,29.0,3,5,5,3,3553,16
13634.0,33,2,10.59,36.0,3,5,4,2,3542,14
13636.0,253,2,51.85,16.0,1,4,4,2,1442,11
13637.0,187,1,1.3,39.0,1,4,3,3,1433,11
13643.0,31,1,10.2,67.0,3,2,3,3,3233,11
13644.0,16,3,68.34,29.333333333333332,4,5,5,4,4554,18
13647.0,10,2,34.72,60.0,4,4,4,2,4442,14
13650.0,17,3,46.44,43.666666666666664,4,4,4,2,4442,14
13651.0,35,1,15.0,4.0,3,1,1,5,3115,10
13654.0,43,4,137.6,31.75,3,5,5,2,3552,15
13658.0,10,2,55.480000000000004,0.0,4,4,5,3,4453,16
13662.0,212,1,16.5,47.0,1,3,3,3,1333,10
13666.0,287,1,20.4,0.0,1,1,1,2,1112,5
13668.0,3,20,300.0,17.5,5,5,5,1,5551,16
13672.0,301,1,54.0,30.0,1,1,1,5,1115,8
13673.0,19,1,1.25,13.0,4,4,2,5,4425,15
13680.0,1,2,80.1,19.5,5,5,5,1,5551,16
13681.0,18,2,20.66,25.0,4,3,3,4,4334,14
13685.0,3,6,1641.22,9.166666666666666,5,3,5,5,5355,18
13692.0,214,1,14.95,22.0,1,3,4,3,1343,11
13694.0,4,49,7307.06,7.142857142857143,5,5,5,1,5551,16
13695.0,31,14,507.23,15.928571428571429,3,4,5,2,3452,14
13700.0,26,8,230.4,26.75,3,5,5,1,3551,14
13704.0,5,8,137.08,10.125,5,5,5,4,5554,19
13707.0,267,1,10.2,48.0,1,3,3,5,1335,12
13709.0,4,11,315.6,14.727272727272727,5,5,5,1,5551,16
13711.0,219,1,31.6,0.0,1,1,2,5,1125,9
13715.0,281,4,39.09,22.5,1,4,4,4,1444,13
13717.0,32,4,43.11,47.75,3,4,4,2,3442,13
13718.0,246,1,25.4,49.0,1,1,2,5,1125,9
13719.0,15,3,50.550000000000004,23.0,4,4,4,3,4443,15
13720.0,117,3,128.7,45.333333333333336,2,3,3,4,2334,12
13722.0,132,1,29.880000000000003,0.0,2,4,5,3,2453,14
13725.0,169,6,228.5,22.833333333333332,1,4,4,2,1442,11
13726.0,39,1,11.52,61.0,3,3,4,5,3345,15
13727.0,29,1,15.0,4.0,3,2,2,5,3225,12
13728.0,37,5,73.34,54.0,3,4,4,2,3442,13
13730.0,136,1,15.299999999999999,25.0,2,3,3,5,2335,13
13731.0,219,1,17.700000000000003,27.0,1,3,3,5,1335,12
13735.0,25,2,29.75,38.0,3,5,5,3,3553,16
13741.0,184,1,17.85,33.0,1,3,3,4,1334,11
13742.0,162,9,214.8,17.11111111111111,1,5,5,1,1551,12
13743.0,89,5,127.19999999999999,33.6,2,3,4,2,2342,11
13748.0,232,1,12.75,14.0,1,2,4,2,1242,9
13750.0,140,2,341.34,34.5,2,2,4,2,2242,10
13752.0,124,5,156.35,24.0,2,4,4,4,2444,14
13755.0,4,8,102.28,7.0,5,5,5,5,5555,20
13756.0,2,12,552.72,17.166666666666668,5,5,5,1,5551,16
13758.0,12,4,146.1,29.0,4,4,5,1,4451,14
13759.0,33,1,99.0,37.0,3,2,3,5,3235,13
13767.0,2,35,1718.02,10.142857142857142,5,5,5,1,5551,16
13769.0,2,8,246.48000000000002,34.625,5,5,5,1,5551,16
13771.0,64,2,83.0,23.5,2,4,5,3,2453,14
13772.0,34,1,47.2,63.0,3,5,4,3,3543,15
13777.0,1,31,5835.51,11.64516129032258,5,5,5,1,5551,16
13782.0,13,3,14.18,36.666666666666664,4,4,3,1,4431,12
13784.0,10,10,918.7199999999999,31.8,4,3,5,1,4351,13
13791.0,128,1,290.0,40.0,2,1,4,5,2145,12
13798.0,1,56,7786.26,6.160714285714286,5,5,5,1,5551,16
13802.0,255,1,15.0,56.0,1,4,5,3,1453,13
13804.0,31,5,115.59,25.0,3,5,5,2,3552,15
13808.0,6,4,106.97999999999999,22.25,5,4,4,4,5444,17
13810.0,29,2,615.4,13.5,3,3,4,5,3345,15
13811.0,184,2,258.75,27.0,1,1,3,5,1135,10
13812.0,42,2,22.68,31.0,3,3,3,5,3335,14
13813.0,40,3,55.5,31.333333333333332,3,4,4,4,3444,15
13814.0,92,1,17.4,44.0,2,3,4,5,2345,14
13815.0,22,1,30.0,1.0,4,5,5,2,4552,16
13816.0,24,1,53.1,40.0,3,2,3,5,3235,13
13819.0,302,2,37.2,8.5,1,3,4,5,1345,13
13822.0,6,1,10.2,34.0,5,4,3,5,5435,17
13824.0,136,3,213.8,57.666666666666664,2,3,4,2,2342,11
13827.0,134,1,2.9,9.0,2,4,2,4,2424,12
13831.0,16,4,289.4,50.0,4,4,5,1,4451,14
13835.0,25,2,34.650000000000006,43.0,3,3,3,3,3333,12
13838.0,118,1,2.95,0.0,2,5,3,1,2531,11
13842.0,59,7,124.76,31.428571428571427,2,5,5,1,2551,13
13848.0,298,1,480.0,68.0,1,1,4,2,1142,8
13851.0,96,1,16.599999999999998,32.0,2,4,5,3,2453,14
13854.0,9,24,2971.88,14.416666666666666,4,4,5,1,4451,14
13856.0,169,2,165.60000000000002,17.0,1,1,2,5,1125,9
13860.0,1,3,57.900000000000006,27.666666666666668,5,4,4,4,5444,17
13862.0,18,7,106.08,44.285714285714285,4,5,5,1,4551,15
13865.0,137,1,19.8,50.0,2,3,3,2,2332,10
13867.0,31,1,25.5,43.0,3,4,4,3,3443,14
13868.0,7,1,2685.0,31.0,5,3,5,5,5355,18
13869.0,263,2,11.8,47.0,1,5,5,2,1552,13
13870.0,2,6,134.8,27.333333333333332,5,4,5,2,5452,16
13871.0,23,11,255.8,25.545454545454547,3,5,5,2,3552,15
13875.0,134,2,48.96,46.5,2,4,4,2,2442,12
13880.0,21,12,320.49,28.5,4,5,5,1,4551,15
13881.0,3,19,2881.7000000000003,15.789473684210526,5,5,5,1,5551,16
13882.0,3,4,71.25,14.75,5,4,4,5,5445,18
13883.0,219,3,46.9,11.333333333333334,1,5,5,2,1552,13
13884.0,277,2,43.1,2.5,1,4,3,2,1432,10
13885.0,189,1,11.5,11.0,1,2,3,5,1235,11
13890.0,1,8,126.35000000000001,12.875,5,4,4,1,5441,14
13892.0,27,2,122.39999999999999,18.5,3,2,3,3,3233,11
13894.0,24,1,45.0,0.0,3,2,3,2,3232,10
13895.0,28,2,34.45,29.5,3,4,5,4,3454,16
13900.0,183,2,22.02,39.5,1,3,3,4,1334,11
13901.0,72,3,54.46,49.333333333333336,2,5,5,2,2552,14
13908.0,80,2,42.480000000000004,54.0,2,5,5,3,2553,15
13911.0,144,7,139.64000000000001,22.857142857142858,2,5,5,2,2552,14
13914.0,12,1,9.120000000000001,24.0,4,3,3,5,4335,15
13919.0,59,1,19.799999999999997,62.0,2,2,2,5,2225,11
13924.0,2,5,58.92,13.4,5,4,4,5,5445,18
13925.0,93,2,36.4,21.0,2,3,3,5,2335,13
13928.0,11,2,29.8,23.0,4,2,2,4,4224,12
13933.0,109,1,25.200000000000003,39.0,2,2,3,5,2235,12
13940.0,17,3,72.0,41.666666666666664,4,3,3,4,4334,14
13941.0,22,1,90.0,67.0,4,3,5,1,4351,13
13946.0,202,1,127.49999999999999,66.0,1,1,3,3,1133,8
13949.0,3,5,119.85000000000001,17.8,5,5,5,4,5554,19
13950.0,11,2,94.08,30.5,4,3,3,2,4332,12
13951.0,176,2,35.1,58.5,1,3,3,4,1334,11
13952.0,218,1,30.599999999999998,20.0,1,5,5,5,1555,16
13953.0,7,5,2019.8,53.2,5,2,5,1,5251,13
13954.0,1,1,23.4,69.0,5,2,2,5,5225,14
13956.0,5,2,5.4,38.0,5,5,4,2,5542,16
13960.0,21,1,17.700000000000003,50.0,4,1,1,5,4115,11
13963.0,308,3,99.3,19.333333333333332,1,3,3,5,1335,12
13969.0,7,17,409.68,20.529411764705884,5,5,5,1,5551,16
13971.0,19,7,131.75,37.714285714285715,4,5,5,2,4552,16
13975.0,31,3,72.49000000000001,21.333333333333332,3,5,5,2,3552,15
13978.0,15,1,37.800000000000004,30.0,4,2,1,5,4215,12
13982.0,326,1,81.6,38.0,1,4,4,1,1441,10
13983.0,30,10,772.89,23.3,3,4,5,1,3451,13
13984.0,325,1,93.6,40.0,1,2,3,1,1231,7
13985.0,4,14,291.86,18.071428571428573,5,5,5,2,5552,17
13988.0,20,4,109.38,35.5,4,5,5,2,4552,16
13991.0,12,5,53.44,25.8,4,4,3,4,4434,15
13993.0,43,8,310.5,35.5,3,5,5,2,3552,15
13994.0,4,5,117.0,28.2,5,5,5,4,5554,19
13995.0,15,3,49.2,42.0,4,4,4,2,4442,14
13999.0,10,11,312.01,31.545454545454547,4,5,5,1,4551,15
14002.0,134,1,2.88,22.0,2,3,3,5,2335,13
14004.0,43,5,111.25,25.6,3,5,5,2,3552,15
14005.0,10,4,252.6,51.25,4,4,5,3,4453,16
14006.0,241,1,17.700000000000003,71.0,1,3,4,3,1343,11
14009.0,198,1,19.799999999999997,7.0,1,3,3,5,1335,12
14013.0,110,1,2.88,35.0,2,3,2,3,2323,10
14016.0,162,2,35.28,53.5,1,5,5,3,1553,14
14019.0,47,2,36.15,45.0,3,4,4,4,3444,15
14020.0,17,1,15.0,71.0,4,3,3,5,4335,15
14021.0,155,2,37.6,50.0,2,2,3,4,2234,11
14024.0,122,1,14.850000000000001,2.0,2,2,2,5,2225,11
14030.0,18,6,61.449999999999996,37.166666666666664,4,5,5,1,4551,15
14031.0,7,18,3758.34,19.88888888888889,5,5,5,1,5551,16
14032.0,2,8,497.46000000000004,24.875,5,5,5,1,5551,16
14034.0,157,1,6.24,0.0,2,4,3,4,2434,13
14035.0,29,3,119.82,35.666666666666664,3,4,4,2,3442,13
14038.0,78,2,41.6,64.0,2,4,4,4,2444,14
14040.0,41,10,290.19,21.1,3,5,5,2,3552,15
14044.0,103,1,9.95,42.0,2,5,3,2,2532,12
14045.0,338,2,487.34999999999997,17.5,1,1,4,2,1142,8
14047.0,9,2,27.000000000000004,49.5,4,3,4,1,4341,12
14049.0,159,1,16.95,42.0,1,5,5,1,1551,12
14051.0,1,22,1712.2,16.136363636363637,5,5,5,1,5551,16
14053.0,124,1,106.0,35.0,2,1,2,5,2125,10
14056.0,1,22,278.13,12.318181818181818,5,5,5,2,5552,17
14057.0,24,16,783.85,20.5,3,5,5,1,3551,14
14060.0,5,18,707.68,19.944444444444443,5,5,5,1,5551,16
14062.0,10,10,1118.42,26.7,4,4,5,1,4451,14
14064.0,212,2,10.85,31.0,1,4,4,2,1442,11
14067.0,64,1,11.5,32.0,2,3,2,5,2325,12
14071.0,4,6,61.19,7.666666666666667,5,5,4,2,5542,16
14075.0,5,1,85.92,14.0,5,3,4,2,5342,14
14077.0,41,3,48.699999999999996,42.666666666666664,3,3,3,2,3332,11
14078.0,185,3,10.69,32.666666666666664,1,4,4,2,1442,11
14081.0,302,1,5.95,67.0,1,5,3,5,1535,14
14083.0,4,5,40.6,18.4,5,5,4,1,5541,15
14085.0,2,16,146.6,16.375,5,5,5,1,5551,16
14088.0,10,10,1268.88,10.0,4,5,5,1,4551,15
14092.0,8,13,298.23,26.53846153846154,5,5,5,1,5551,16
14096.0,4,16,141.83,5.625,5,5,5,4,5554,19
14099.0,16,10,193.64,33.4,4,5,5,1,4551,15
14101.0,74,5,1546.1999999999998,50.0,2,3,5,2,2352,12
14102.0,5,4,188.4,9.25,5,4,4,5,5445,18
14104.0,154,1,85.0,11.0,2,2,1,5,2215,10
14107.0,52,5,133.92000000000002,46.2,3,5,5,1,3551,14
14108.0,31,1,8.4,70.0,3,3,3,5,3335,14
14110.0,4,11,1765.24,23.545454545454547,5,5,5,2,5552,17
14111.0,96,1,38.099999999999994,10.0,2,1,3,2,2132,8
14112.0,23,4,100.3,22.0,3,5,5,2,3552,15
14113.0,4,2,111.30000000000001,37.0,5,3,4,1,5341,13
14114.0,274,1,89.69999999999999,56.0,1,2,2,5,1225,10
14116.0,20,4,66.41999999999999,25.0,4,4,4,4,4444,16
14121.0,4,3,72.12,18.0,5,5,5,5,5555,20
14125.0,11,2,27.48,33.5,4,5,5,5,4555,19
14126.0,8,2,125.0,1.0,5,2,3,5,5235,15
14127.0,257,1,2.9,53.0,1,3,3,3,1333,10
14129.0,2,1,19.8,15.0,5,3,4,2,5342,14
14132.0,2,10,271.04,17.7,5,5,5,3,5553,18
14133.0,130,1,19.919999999999998,0.0,2,2,3,3,2233,10
14135.0,2,12,728.95,14.916666666666666,5,5,5,1,5551,16
14138.0,2,1,14.22,62.0,5,3,4,5,5345,17
14140.0,4,1,19.5,27.0,5,4,4,5,5445,18
14141.0,3,3,104.25,33.666666666666664,5,3,3,4,5334,15
14145.0,157,2,831.6,29.5,2,1,5,3,2153,11
14146.0,81,1,9.36,0.0,2,5,5,1,2551,13
14154.0,239,1,13.200000000000001,0.0,1,3,4,5,1345,13
14156.0,10,53,5962.7300000000005,6.433962264150943,4,5,5,1,4551,15
14159.0,20,9,68.34,25.88888888888889,4,5,5,1,4551,15
14161.0,216,1,6.24,62.0,1,4,4,3,1443,12
14163.0,87,3,164.4,50.0,2,3,5,3,2353,13
14164.0,71,1,358.0,10.0,2,2,4,5,2245,13
14167.0,263,1,12.75,67.0,1,3,3,2,1332,9
14173.0,11,2,37.480000000000004,17.0,4,2,2,3,4223,11
14176.0,297,3,78.30000000000001,23.0,1,3,3,5,1335,12
14177.0,86,2,116.5,4.5,2,3,3,4,2334,12
14178.0,9,6,44.120000000000005,28.5,4,5,4,3,4543,16
14179.0,41,1,2.95,11.0,3,5,3,5,3535,16
14180.0,11,24,640.82,14.625,4,5,5,1,4551,15
14188.0,31,4,74.7,45.5,3,4,5,2,3452,14
14189.0,2,14,200.25,25.571428571428573,5,5,5,1,5551,16
14191.0,2,12,271.99,17.833333333333332,5,5,5,3,5553,18
14194.0,5,19,495.8,15.68421052631579,5,5,5,1,5551,16
14195.0,202,1,91.80000000000001,50.0,1,1,4,5,1145,11
14198.0,18,2,45.650000000000006,63.0,4,3,3,3,4333,13
14201.0,60,5,171.32,34.4,2,3,3,1,2331,9
14209.0,121,2,30.0,32.0,2,4,5,1,2451,12
14210.0,198,4,78.2,43.0,1,4,4,2,1442,11
14211.0,53,7,178.28,18.142857142857142,3,4,5,2,3452,14
14214.0,31,2,30.599999999999998,16.5,3,4,4,2,3442,13
14215.0,12,3,63.10000000000001,39.333333333333336,4,4,4,1,4441,13
14216.0,3,3,190.16,11.0,5,4,4,5,5445,18
14217.0,2,16,474.28000000000003,22.25,5,4,4,1,5441,14
14221.0,42,7,139.3,23.142857142857142,3,5,5,2,3552,15
14223.0,92,1,9.9,65.0,2,4,4,3,2443,13
14224.0,110,2,33.25,51.5,2,4,4,3,2443,13
14226.0,29,3,111.75,33.0,3,4,5,2,3452,14
14227.0,26,6,100.27,24.333333333333332,3,5,5,2,3552,15
14229.0,52,2,91.5,20.5,3,3,4,2,3342,12
14231.0,184,2,88.4,52.0,1,3,3,4,1334,11
14232.0,115,2,23.7,35.0,2,4,4,3,2443,13
14233.0,311,1,232.0,6.0,1,3,4,2,1342,10
14234.0,22,3,36.48,11.666666666666666,4,5,3,5,4535,17
14235.0,158,3,253.1,33.666666666666664,2,4,5,3,2453,14
14239.0,43,10,184.47,26.8,3,4,5,2,3452,14
14243.0,9,9,209.28,39.111111111111114,4,5,5,1,4551,15
14245.0,220,1,13.5,43.0,1,4,4,5,1445,14
14246.0,111,1,17.700000000000003,27.0,2,4,4,4,2444,14
14250.0,7,1,16.5,0.0,5,4,4,4,5444,17
14251.0,2,4,256.20000000000005,13.5,5,4,5,5,5455,19
14257.0,64,3,104.52000000000001,40.0,2,4,5,2,2452,13
14258.0,90,7,693.5,34.857142857142854,2,4,5,1,2451,12
14261.0,51,1,16.5,27.0,3,3,4,5,3345,15
14262.0,8,6,228.72,24.333333333333332,5,5,5,2,5552,17
14265.0,109,1,19.8,39.0,2,3,3,5,2335,13
14267.0,260,1,17.700000000000003,0.0,1,3,4,4,1344,12
14273.0,218,1,20.8,24.0,1,2,3,3,1233,9
14277.0,15,1,7.5,6.0,4,5,5,3,4553,17
14282.0,3,13,262.84000000000003,19.76923076923077,5,5,5,1,5551,16
14284.0,31,1,23.0,55.0,3,3,3,5,3335,14
14285.0,21,2,32.7,27.0,4,2,4,3,4243,13
14286.0,24,1,12.600000000000001,22.0,3,5,5,3,3553,16
14287.0,199,1,17.28,0.0,1,1,1,3,1113,6
14289.0,135,4,105.83999999999999,38.0,2,3,3,2,2332,10
14290.0,11,3,37.18,22.666666666666668,4,4,5,1,4451,14
14291.0,2,9,166.53,30.22222222222222,5,5,5,2,5552,17
14292.0,8,7,338.82,27.857142857142858,5,4,5,2,5452,16
14293.0,305,1,19.799999999999997,63.0,1,4,4,1,1441,10
14297.0,18,2,54.449999999999996,21.0,4,4,4,2,4442,14
14298.0,8,43,2311.57,7.953488372093023,5,5,5,1,5551,16
14299.0,8,7,275.7,20.571428571428573,5,5,5,1,5551,16
14305.0,71,2,19.1,31.5,2,4,4,5,2445,15
14306.0,51,1,135.68,34.0,3,3,5,5,3355,16
14307.0,89,3,45.24,31.333333333333332,2,5,5,2,2552,14
14309.0,8,7,135.6,38.714285714285715,5,4,5,1,5451,15
14312.0,47,3,40.22,35.666666666666664,3,4,4,2,3442,13
14315.0,129,3,48.4,20.0,2,4,5,3,2453,14
14321.0,11,3,100.2,54.666666666666664,4,5,4,1,4541,14
14329.0,17,5,138.45,40.2,4,5,5,1,4551,15
14331.0,124,1,15.0,10.0,2,2,2,5,2225,11
14332.0,23,1,50.400000000000006,43.0,3,2,3,4,3234,12
14334.0,94,5,69.95,36.0,2,5,5,1,2551,13
14336.0,198,2,21.0,38.0,1,4,4,2,1442,11
14338.0,161,1,8.25,35.0,1,3,3,5,1335,12
14341.0,45,3,49.0,0.3333333333333333,3,5,5,2,3552,15
14342.0,21,1,108.16,9.0,4,2,3,3,4233,12
14344.0,127,6,90.10000000000001,26.0,2,4,3,2,2432,11
14352.0,157,2,64.0,19.0,2,3,4,4,2344,13
14354.0,6,1,37.44,24.0,5,1,1,5,5115,12
14356.0,80,1,19.799999999999997,1.0,2,3,3,5,2335,13
14359.0,19,2,23.0,33.5,4,3,3,5,4335,15
14360.0,32,3,60.9,20.666666666666668,3,4,5,5,3455,17
14364.0,109,7,545.06,14.142857142857142,2,4,5,4,2454,15
14367.0,8,15,523.6500000000001,17.466666666666665,5,5,5,2,5552,17
14377.0,191,1,35.95,70.0,1,1,3,5,1135,10
14383.0,38,1,30.0,26.0,3,4,4,4,3444,15
14385.0,9,2,34.65,7.0,4,1,1,5,4115,11
14387.0,33,2,27.0,37.5,3,5,4,4,3544,16
14388.0,10,5,76.65,38.2,4,5,5,1,4551,15
14390.0,10,6,133.42,23.166666666666668,4,5,5,1,4551,15
14395.0,2,7,66.75,38.0,5,5,5,1,5551,16
14397.0,3,18,689.72,11.277777777777779,5,4,5,3,5453,17
14401.0,4,11,313.62,19.636363636363637,5,5,5,1,5551,16
14403.0,130,2,218.85,20.0,2,2,4,4,2244,12
14404.0,109,3,112.8,56.0,2,4,4,1,2441,11
14407.0,107,5,454.90000000000003,33.6,2,4,5,3,2453,14
14408.0,95,5,101.60000000000001,33.4,2,4,5,2,2452,13
14409.0,71,4,235.70000000000002,31.75,2,3,5,2,2352,12
14410.0,92,8,108.88,26.25,2,5,4,3,2543,14
14412.0,43,1,29.700000000000003,30.0,3,3,3,5,3335,14
14414.0,92,5,48.16,8.4,2,4,4,2,2442,12
14415.0,1,12,163.33,29.5,5,5,5,1,5551,16
14416.0,22,1,22.5,20.0,4,1,3,5,4135,13
14418.0,4,1,4.68,21.0,5,5,4,4,5544,18
14419.0,11,3,12.5,20.333333333333332,4,5,4,1,4541,14
14422.0,1,3,58.2,22.666666666666668,5,5,5,2,5552,17
14426.0,24,7,165.82,12.428571428571429,3,5,5,2,3552,15
14427.0,50,1,41.6,13.0,3,2,2,5,3225,12
14428.0,7,2,11.209999999999999,35.5,5,5,4,1,5541,15
14432.0,10,5,70.35,15.4,4,5,5,4,4554,18
14434.0,22,5,579.6,9.6,4,1,4,5,4145,14
14440.0,8,3,99.32,37.0,5,3,5,1,5351,14
14441.0,1,2,39.8,46.5,5,3,4,2,5342,14
14443.0,310,1,19.799999999999997,58.0,1,4,4,1,1441,10
14446.0,1,2,21.75,39.0,5,5,4,2,5542,16
14447.0,19,2,31.5,15.5,4,4,4,2,4442,14
14449.0,19,1,4.68,45.0,4,5,3,1,4531,13
14450.0,181,1,4.95,62.0,1,3,2,4,1324,10
14456.0,5,8,46.239999999999995,16.75,5,5,5,4,5554,19
14460.0,110,1,37.44,61.0,2,2,2,3,2223,9
14461.0,148,1,15.8,30.0,2,5,5,4,2554,16
14462.0,66,10,88.46,26.9,2,5,4,2,2542,13
14463.0,171,1,15.0,34.0,1,1,3,4,1134,9
14465.0,247,2,7.09,28.0,1,5,4,5,1545,15
14466.0,29,5,205.65,49.6,3,4,5,1,3451,13
14467.0,18,2,6.3999999999999995,14.0,4,4,3,2,4432,13
14472.0,104,7,43.89,35.285714285714285,2,5,4,2,2542,13
14477.0,20,1,179.0,30.0,4,1,4,2,4142,11
14482.0,18,4,51.730000000000004,19.5,4,5,4,3,4543,16
14487.0,27,4,19.18,15.0,3,5,4,1,3541,13
14493.0,7,3,67.74000000000001,12.666666666666666,5,4,5,4,5454,18
14495.0,51,1,20.8,70.0,3,1,1,5,3115,10
14496.0,312,1,22.5,61.0,1,2,3,5,1235,11
14498.0,116,2,18.79,34.5,2,5,4,1,2541,12
14500.0,88,1,21.0,23.0,2,1,2,4,2124,9
14502.0,20,8,234.43,15.375,4,5,5,2,4552,16
14503.0,3,4,254.3,16.25,5,5,5,3,5553,18
14504.0,243,2,6.65,17.0,1,4,3,2,1432,10
14505.0,17,6,53.04,41.166666666666664,4,5,5,1,4551,15
14506.0,17,1,16.5,48.0,4,5,4,1,4541,14
14507.0,24,4,286.35,34.0,3,4,4,2,3442,13
14508.0,22,1,2.49,67.0,4,3,2,5,4325,14
14511.0,11,4,67.46000000000001,30.25,4,4,4,4,4444,16
14512.0,188,1,10.2,44.0,1,2,2,5,1225,10
14514.0,201,1,11.7,0.0,1,4,4,2,1442,11
14515.0,18,4,56.25,18.5,4,4,5,3,4453,16
14522.0,24,2,213.83999999999997,33.5,3,2,4,3,3243,12
14524.0,32,6,56.81,23.333333333333332,3,5,4,1,3541,13
14525.0,20,7,71.19,37.714285714285715,4,5,5,1,4551,15
14527.0,3,54,583.51,6.314814814814815,5,5,5,1,5551,16
14529.0,60,2,1.42,24.5,2,5,3,5,2535,15
14530.0,26,4,126.5,48.0,3,5,5,2,3552,15
14532.0,236,3,46.7,38.0,1,4,3,4,1434,12
14533.0,25,5,164.64000000000001,17.2,3,4,4,1,3441,12
14534.0,3,17,251.8,18.176470588235293,5,5,5,1,5551,16
14535.0,60,1,15.0,67.0,2,5,5,3,2553,15
14539.0,16,1,19.8,28.0,4,3,3,5,4335,15
14540.0,10,1,17.700000000000003,65.0,4,4,4,1,4441,13
14541.0,169,6,112.1,24.666666666666668,1,4,4,2,1442,11
14543.0,29,15,911.55,21.933333333333334,3,4,5,1,3451,13
14546.0,5,3,43.04,39.0,5,5,5,2,5552,17
14547.0,4,7,79.44,6.714285714285714,5,5,5,5,5555,20
14550.0,11,1,15.8,33.0,4,3,3,5,4335,15
14553.0,19,2,6.9,6.5,4,4,3,1,4431,12
14554.0,10,3,99.42,13.666666666666666,4,5,5,5,4555,19
14560.0,7,21,858.93,16.333333333333332,5,4,5,1,5451,15
14561.0,162,1,15.0,22.0,1,4,4,4,1444,13
14562.0,4,17,295.07,17.176470588235293,5,5,5,1,5551,16
14565.0,96,1,18.6,17.0,2,5,5,2,2552,14
14570.0,281,1,5.9,0.0,1,2,1,5,1215,9
14572.0,3,5,82.15,42.2,5,5,5,1,5551,16
14573.0,180,7,35.4,14.714285714285714,1,5,4,3,1543,13
14577.0,164,1,6.300000000000001,69.0,1,5,3,1,1531,10
14583.0,144,3,10.4,20.0,2,5,4,3,2543,14
14584.0,169,3,23.099999999999998,9.0,1,4,4,5,1445,14
14587.0,184,7,41.35,20.571428571428573,1,5,4,1,1541,11
14591.0,15,2,15.76,0.0,4,5,4,3,4543,16
14592.0,35,2,7.15,14.0,3,5,3,5,3535,16
14593.0,199,1,0.65,0.0,1,5,3,3,1533,12
14595.0,20,4,50.7,15.75,4,4,4,2,4442,14
14606.0,1,94,1036.52,3.5,5,5,5,1,5551,16
14607.0,16,12,4295.58,2.4166666666666665,4,4,5,2,4452,15
14608.0,4,2,238.0,40.0,5,2,4,1,5241,12
14609.0,72,2,306.36,52.0,2,1,3,2,2132,8
14616.0,243,2,168.48000000000002,36.5,1,1,2,5,1125,9
14618.0,9,1,15.0,1.0,4,2,3,1,4231,10
14621.0,1,2,71.8,29.5,5,4,4,1,5441,14
14623.0,32,3,14.129999999999999,43.0,3,5,3,3,3533,14
14624.0,57,1,15.600000000000001,1.0,2,1,1,5,2115,9
14626.0,24,2,42.379999999999995,49.0,3,5,5,3,3553,16
14629.0,4,1,2.95,43.0,5,5,4,5,5545,19
14631.0,235,1,17.700000000000003,63.0,1,3,4,2,1342,10
14639.0,52,4,78.25,34.25,3,5,5,1,3551,14
14640.0,24,5,169.11,40.2,3,4,5,3,3453,15
